"","ontology","GO","set","n_genes","V1","V2","term","parent","parentTerm","size","pvalue","qvalue","score"
"310","BP","GO:0006406","Unreported+high ratio",3,-0.158875635201665,0.13861898800438,"mRNA export from nucleus","GO:0031503","protein-containing complex localization",60,0.000336656477004343,0.008748206936741,2.05808095238088
"311","BP","GO:0006412","topfind",3,-0.295583419481899,0.338586886105717,"translation","GO:0034248","regulation of cellular amide metabolic process",242,5.13017215841427e-08,4.71608929709654e-07,6.32641798032226
"312","BP","GO:0006412","Unreported",10,-0.295583419481899,0.338586886105717,"translation","GO:0034248","regulation of cellular amide metabolic process",242,1.50069496194714e-09,2.03811364831991e-07,6.69077160273289
"313","BP","GO:0006412","Unreported+high ratio",7,-0.295583419481899,0.338586886105717,"translation","GO:0034248","regulation of cellular amide metabolic process",242,3.05025401090291e-06,0.000172879750948655,3.76225587177095
"314","BP","GO:0006413","topfind",2,-0.259029762545433,0.299032583740173,"translational initiation","GO:0034248","regulation of cellular amide metabolic process",68,7.38827127523666e-07,5.66959239223385e-06,5.24644816300601
"315","BP","GO:0006413","Unreported",2,-0.259029762545433,0.299032583740173,"translational initiation","GO:0034248","regulation of cellular amide metabolic process",68,4.12639430593188e-06,0.000183344359346282,3.73673244672038
"316","BP","GO:0006414","Unreported",4,-0.240581322207403,0.278948153437368,"translational elongation","GO:1901566","organonitrogen compound biosynthetic process",23,2.62441032285357e-05,0.0008827339020514,3.05417019369009
"317","BP","GO:0006417","topfind",4,-0.362174906868307,0.316740427094524,"regulation of translation","GO:0034248","regulation of cellular amide metabolic process",55,9.09040769976446e-15,1.88025156962369e-13,12.7257840401033
"318","BP","GO:0006446","topfind",5,-0.322316957028615,0.285229384462851,"regulation of translational initiation","GO:0034248","regulation of cellular amide metabolic process",32,3.73749541999694e-07,2.97265105338541e-06,5.52685606774881
"319","BP","GO:0006446","Unreported",4,-0.322316957028615,0.285229384462851,"regulation of translational initiation","GO:0034248","regulation of cellular amide metabolic process",32,7.79512953057339e-05,0.00210937377297245,2.6758464581189
"320","BP","GO:0006468","topfind",32,-0.291473276434999,0.328515641523482,"protein phosphorylation","GO:0019220","regulation of phosphate metabolic process",555,3.56114690847915e-25,2.06718834251878e-23,22.684619952792
"321","BP","GO:0006469","topfind",5,-0.373449351559408,0.292109613220591,"negative regulation of protein kinase activity","GO:0065009","regulation of molecular function",75,3.94149578759432e-09,4.25350624874121e-08,7.37125292484525
"322","BP","GO:0006470","topfind",4,-0.246372883002734,0.280716407082633,"protein dephosphorylation","GO:0019220","regulation of phosphate metabolic process",165,0.000856122025798473,0.00346784825081452,2.45993991502391
"323","BP","GO:0006508","topfind",4,-0.258131722731902,0.307387829097809,"proteolysis","GO:0030162","regulation of proteolysis",470,3.08576350783189e-09,3.37511015949155e-08,7.47171204775783
"324","BP","GO:0006509","topfind",4,-0.187614986669375,0.227545365544222,"membrane protein ectodomain proteolysis","GO:0030162","regulation of proteolysis",32,2.54982864028379e-06,1.78018104294498e-05,4.74953582805416
"325","BP","GO:0006511","topfind",11,-0.278828603896287,0.318604445319333,"ubiquitin-dependent protein catabolic process","GO:0009894","regulation of catabolic process",311,7.62825177118845e-07,5.84751397753082e-06,5.23302873140727
"326","BP","GO:0006513","topfind",3,-0.203571979768053,0.236036691818418,"protein monoubiquitination","GO:0006464","cellular protein modification process",39,0.00119362540396152,0.00467703628618128,2.33002926066084
"327","BP","GO:0006515","topfind",1,-0.221554948759678,0.256754680744292,"protein quality control for misfolded or incompletely synthesized proteins","GO:0009894","regulation of catabolic process",16,0.00145392342034745,0.00558747505587876,2.25278440267314
"328","BP","GO:0006518","topfind",1,-0.258190390209592,0.293671348434997,"peptide metabolic process","GO:0034248","regulation of cellular amide metabolic process",13,7.39531241934822e-11,9.73152811599059e-10,9.01181895826876
"329","BP","GO:0006605","topfind",3,0.0087413756274754,-0.0572927112862294,"protein targeting","GO:0033365","protein localization to organelle",41,9.851695461596e-06,6.13429964814602e-05,4.21223501342725
"330","BP","GO:0006606","topfind",9,0.00974433671309152,-0.0565113411516172,"protein import into nucleus","GO:0060341","regulation of cellular localization",98,7.74125022531737e-13,1.28984997967209e-11,10.8894607988398
"331","BP","GO:0006606","Unreported",2,0.00974433671309152,-0.0565113411516172,"protein import into nucleus","GO:0060341","regulation of cellular localization",98,1.15423710156827e-05,0.000451532535711326,3.34531095062002
"332","BP","GO:0006606","Unreported+high ratio",2,0.00974433671309152,-0.0565113411516172,"protein import into nucleus","GO:0060341","regulation of cellular localization",98,2.63036978518474e-07,2.01419167167657e-05,4.69589920409488
"333","BP","GO:0006750","topfind",2,-0.201885978023115,0.234164135267593,"glutathione biosynthetic process","GO:1901566","organonitrogen compound biosynthetic process",20,0.000500581570347007,0.00216656514137539,2.66422824864919
"334","BP","GO:0006807","topfind",1,-0.248980637482988,0.299251303995788,"nitrogen compound metabolic process","GO:0044267","cellular protein metabolic process",6,2.57961537416578e-17,6.85168688680637e-16,15.1642024919469
"335","BP","GO:0006809","topfind",1,-0.183341536061565,0.212405497478629,"nitric oxide biosynthetic process","GO:0045428","regulation of nitric oxide biosynthetic process",19,2.94033657845894e-05,0.000167044535846468,3.77716772589558
"336","BP","GO:0006811","topfind",1,0.0199048008839026,-0.0586565500113188,"ion transport","GO:0010959","regulation of metal ion transport",103,0.000250838079961309,0.0011711731379617,2.93137889715385
"337","BP","GO:0006816","topfind",5,0.0204292008718115,-0.0558262773767426,"calcium ion transport","GO:0010959","regulation of metal ion transport",89,1.67103712052756e-07,1.40024740320808e-06,5.85379522406786
"338","BP","GO:0006839","topfind",1,0.0240644799618066,-0.0539643283883881,"mitochondrial transport","GO:0032879","regulation of localization",19,1.20340786209262e-08,1.21318344416564e-07,6.91607352496586
"339","BP","GO:0006873","topfind",1,-0.0435786554162612,-0.0162943600479121,"cellular ion homeostasis","GO:0065008","regulation of biological quality",5,5.76298244332667e-06,3.80568326853811e-05,4.41956735909946
"340","BP","GO:0006874","topfind",2,-0.0412244657890683,-0.0168057014625911,"cellular calcium ion homeostasis","GO:0065008","regulation of biological quality",113,2.23136258625022e-07,1.84401238758084e-06,5.7342361657987
"341","BP","GO:0006886","topfind",4,0.00694513752145911,-0.0587910630816271,"intracellular protein transport","GO:0033365","protein localization to organelle",296,2.27174388455361e-11,3.18752679941849e-10,9.49654615517269
"342","BP","GO:0006897","topfind",6,0.0120223536162732,-0.0526066747041258,"endocytosis","GO:0038096","Fc-gamma receptor signaling pathway involved in phagocytosis",204,0.00130054235751435,0.00507662900726045,2.29442457305131
"343","BP","GO:0006909","topfind",2,0.0133598647650997,-0.0519263817273829,"phagocytosis","GO:0038096","Fc-gamma receptor signaling pathway involved in phagocytosis",70,3.61977908929697e-06,2.47614555830795e-05,4.60622382923517
"344","BP","GO:0006913","topfind",2,0.0101984279231033,-0.0543021737957705,"nucleocytoplasmic transport","GO:0060341","regulation of cellular localization",25,1.06328221852882e-12,1.73156230972182e-11,10.7615618758838
"345","BP","GO:0006913","Unreported",3,0.0101984279231033,-0.0543021737957705,"nucleocytoplasmic transport","GO:0060341","regulation of cellular localization",25,9.34867022275069e-09,9.89584239167051e-07,6.00454723021128
"346","BP","GO:0006913","Unreported+high ratio",3,0.0101984279231033,-0.0543021737957705,"nucleocytoplasmic transport","GO:0060341","regulation of cellular localization",25,9.37554687383522e-11,2.81188276657775e-08,7.55100278994301
"347","BP","GO:0006914","topfind",4,-0.194044749941695,0.22486877991802,"autophagy","GO:0010506","regulation of autophagy",140,2.57057593698368e-10,3.16832287575489e-09,8.49917056697726
"348","BP","GO:0006915","topfind",42,-0.00842036556037765,-0.114982081894353,"apoptotic process","GO:0008219","cell death",570,5.46689603276297e-59,1.3116905881276e-55,54.882168597671
"349","BP","GO:0006915","Unreported",6,-0.00842036556037765,-0.114982081894353,"apoptotic process","GO:0008219","cell death",570,7.19232416854626e-07,4.27582424099069e-05,4.3689801548984
"350","BP","GO:0006915","Unreported+high ratio",4,-0.00842036556037765,-0.114982081894353,"apoptotic process","GO:0008219","cell death",570,1.10087196227007e-05,0.000504718241045857,3.29695099912523
"351","BP","GO:0006919","topfind",10,-0.328666101959398,0.254761159267966,"activation of cysteine-type endopeptidase activity involved in apoptotic process","GO:0030162","regulation of proteolysis",86,1.13400833043907e-09,1.29154936115513e-08,7.88888899106431
"352","BP","GO:0006935","topfind",1,-0.00567276572360288,-0.441641474406092,"chemotaxis","GO:0040011","locomotion",117,1.47037052322556e-05,8.84931691211543e-05,4.05309025164663
"353","BP","GO:0006936","topfind",2,0.299127548326731,0.0634966206408218,"muscle contraction","GO:0003008","system process",89,0.0026072908316175,0.00932303994335955,2.0304424550966
"354","BP","GO:0006936","Unreported",2,0.299127548326731,0.0634966206408218,"muscle contraction","GO:0003008","system process",89,2.10764783101923e-05,0.000751032133053287,3.12434148122594
"355","BP","GO:0006939","topfind",1,0.275528433158249,0.0549846122466445,"smooth muscle contraction","GO:0003008","system process",15,0.000226824626111617,0.00106641649820471,2.97207314470462
"356","BP","GO:0006941","Unreported",1,0.289272026398456,0.059930825561581,"striated muscle contraction","GO:0003008","system process",16,3.82927986883242e-05,0.00119839810851547,2.92139888511018
"357","BP","GO:0006952","topfind",1,-0.0263976944964279,-0.425647182383545,"defense response","GO:0009611","response to wounding",73,2.36361977887976e-14,4.63578614942139e-13,12.333876606416
"358","BP","GO:0006954","topfind",14,-0.0216012541365187,-0.395727206794048,"inflammatory response","GO:0009611","response to wounding",410,5.20246134547561e-08,4.77035882353293e-07,6.32144895236046
"359","BP","GO:0006955","topfind",2,0.0373920022530109,-0.371205977321774,"immune response","GO:0002682","regulation of immune system process",463,1.36835953567521e-12,2.19853837897102e-11,10.6578659486798
"360","BP","GO:0006974","topfind",19,-0.0493386440986241,-0.448620028590648,"cellular response to DNA damage stimulus","GO:0006950","response to stress",283,1.68628948558042e-18,5.05746321550329e-17,16.296067267304
"361","BP","GO:0006977","topfind",5,-0.160678191514884,-0.290185532844082,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest","GO:0000278","mitotic cell cycle",21,3.21589376993534e-07,2.58636909005526e-06,5.58730949866044
"362","BP","GO:0006979","topfind",7,-0.0210931813521883,-0.387874244902915,"response to oxidative stress","GO:0006979","response to oxidative stress",118,1.84158398413497e-18,5.50029938498072e-17,16.2596136709228
"363","BP","GO:0006986","topfind",1,-0.0199653620261181,-0.445349803609307,"response to unfolded protein","GO:1901698","response to nitrogen compound",53,3.72208903328093e-05,0.000206089206627355,3.68594475264061
"364","BP","GO:0006999","Unreported",1,0.0463693722456874,-0.00212445004626084,"nuclear pore organization","GO:0065003","protein-containing complex assembly",8,4.00003098337813e-05,0.0012464165808812,2.90433678228278
"365","BP","GO:0006999","Unreported+high ratio",1,0.0463693722456874,-0.00212445004626084,"nuclear pore organization","GO:0065003","protein-containing complex assembly",8,8.88144432093125e-06,0.000426190908147087,3.37039581924797
"366","BP","GO:0007004","topfind",3,-0.198520946813565,0.268521341952667,"telomere maintenance via telomerase","GO:0051052","regulation of DNA metabolic process",35,9.34760992431828e-12,1.38444642459348e-10,9.85872384595208
"367","BP","GO:0007004","Unreported",2,-0.198520946813565,0.268521341952667,"telomere maintenance via telomerase","GO:0051052","regulation of DNA metabolic process",35,0.00048353534490886,0.00933341925068859,2.02995922552799
"368","BP","GO:0007004","Unreported+high ratio",2,-0.198520946813565,0.268521341952667,"telomere maintenance via telomerase","GO:0051052","regulation of DNA metabolic process",35,7.03170848447262e-05,0.00239877903655137,2.62000975521105
"369","BP","GO:0007005","topfind",2,0.0464490742428071,0.00150498275929292,"mitochondrion organization","GO:0010833","telomere maintenance via telomere lengthening",82,3.35726055417475e-08,3.15889692404573e-07,6.50046454505038
"370","BP","GO:0007009","topfind",1,0.0489224685077218,-0.00303803166582893,"plasma membrane organization","GO:0051128","regulation of cellular component organization",25,0.000653656249174296,0.00276603038304326,2.55814305375832
"371","BP","GO:0007010","topfind",1,0.0487418524545883,0.00621706679920394,"cytoskeleton organization","GO:0016043","cellular component organization",158,1.89988278976102e-14,3.80929145423394e-13,12.4191557975876
"372","BP","GO:0007010","Unreported",3,0.0487418524545883,0.00621706679920394,"cytoskeleton organization","GO:0016043","cellular component organization",158,1.81017837301173e-07,1.26501591543092e-05,4.8979040105037
"373","BP","GO:0007015","topfind",7,0.0489788186205921,0.00438664563737646,"actin filament organization","GO:0097435","supramolecular fiber organization",138,1.21883007255876e-13,2.23235085554146e-12,11.6512375468981
"374","BP","GO:0007017","Unreported",4,0.0240251176939387,-0.0221339975811237,"microtubule-based process","GO:0000226","microtubule cytoskeleton organization",17,0.000161311298281181,0.00388334021748475,2.41079455946587
"375","BP","GO:0007043","topfind",1,0.051949210903802,1.40657910889709e-05,"cell-cell junction assembly","GO:0034330","cell junction organization",39,5.39930223691569e-08,4.94455184495154e-07,6.30587306505459
"376","BP","GO:0007049","topfind",9,0.00158202199364347,-0.0316157590356909,"cell cycle","GO:0000278","mitotic cell cycle",296,2.88850342867693e-20,1.02927958809983e-18,17.9874666397409
"377","BP","GO:0007049","Unreported",6,0.00158202199364347,-0.0316157590356909,"cell cycle","GO:0000278","mitotic cell cycle",296,2.0803390467096e-09,2.6739786532528e-07,6.57284206409405
"378","BP","GO:0007049","Unreported+high ratio",4,0.00158202199364347,-0.0316157590356909,"cell cycle","GO:0000278","mitotic cell cycle",296,8.0621678571476e-06,0.000394772001603731,3.40365365635749
"379","BP","GO:0007059","topfind",3,0.0245823239536775,-0.0235062627895798,"chromosome segregation","GO:0007059","chromosome segregation",88,2.60362374365053e-06,1.81597710337175e-05,4.74088963155391
"380","BP","GO:0007095","topfind",5,-0.165875668308608,-0.294183407450463,"mitotic G2 DNA damage checkpoint signaling","GO:0000278","mitotic cell cycle",39,1.94490797696761e-05,0.000114468091727006,3.94131555715054
"381","BP","GO:0007097","topfind",3,0.0152360614665912,-0.0500491515580712,"nuclear migration","GO:0060341","regulation of cellular localization",13,0.000846718156659373,0.00343168766420843,2.46449224643041
"382","BP","GO:0007097","Unreported",3,0.0152360614665912,-0.0500491515580712,"nuclear migration","GO:0060341","regulation of cellular localization",13,0.000242958433885605,0.00538096863725718,2.26913953921272
"383","BP","GO:0007127","topfind",1,0.0694848863567588,0.00550619092025582,"meiosis I","GO:0022414","reproductive process",6,0.000290372143880007,0.00133723524737574,2.87379218462281
"384","BP","GO:0007131","topfind",3,-0.15207017824932,0.243941804676451,"reciprocal meiotic recombination","GO:0051052","regulation of DNA metabolic process",40,0.00259034077933105,0.00927625518886811,2.03262731247122
"385","BP","GO:0007143","topfind",2,0.234327995047459,0.0641288927785427,"female meiotic nuclear division","GO:0051704","multi-organism process",6,0.00209616998113281,0.00774947689994554,2.11072761196265
"386","BP","GO:0007155","topfind",14,0.0239507646467491,-0.0233985257209712,"cell adhesion","GO:0022610","biological adhesion",505,1.35770148153363e-18,4.12351698906291e-17,16.3847322117857
"387","BP","GO:0007159","topfind",1,0.0256886431860461,-0.0238172807197916,"leukocyte cell-cell adhesion","GO:0022610","biological adhesion",30,4.63540891111109e-10,5.54247065484679e-09,8.25629659762202
"388","BP","GO:0007160","topfind",8,0.0267257249569887,-0.0235606965615687,"cell-matrix adhesion","GO:0022610","biological adhesion",111,2.53531734212286e-10,3.13560381934714e-09,8.50367881522888
"389","BP","GO:0007162","topfind",1,-0.127066593490134,0.0170638511988763,"negative regulation of cell adhesion","GO:0022610","biological adhesion",51,2.10658630736559e-05,0.000123077988964428,3.90981960853107
"390","BP","GO:0007163","topfind",4,0.0269990125511924,-0.022847301627789,"establishment or maintenance of cell polarity","GO:0007163","establishment or maintenance of cell polarity",51,6.30418436212536e-08,5.68640589455869e-07,6.24516214368258
"391","BP","GO:0007163","Unreported",1,0.0269990125511924,-0.022847301627789,"establishment or maintenance of cell polarity","GO:0007163","establishment or maintenance of cell polarity",51,3.40256345733692e-05,0.00109331948286845,2.96125291273229
"392","BP","GO:0007165","topfind",34,-0.162147654009559,-0.350019038619243,"signal transduction","GO:0023051","regulation of signaling",1096,8.00509908717873e-31,6.77890626229559e-29,28.1688403714083
"393","BP","GO:0007166","topfind",5,-0.149762506140331,-0.346949353990728,"cell surface receptor signaling pathway","GO:0007166","cell surface receptor signaling pathway",288,6.37658030950518e-26,3.99118478850594e-24,23.3988981642805
"394","BP","GO:0007167","topfind",1,-0.133062544739914,-0.325777671968345,"enzyme linked receptor protein signaling pathway","GO:0007166","cell surface receptor signaling pathway",7,1.59984468876309e-12,2.55904045993706e-11,10.591922847607
"395","BP","GO:0007169","topfind",7,-0.124856992821332,-0.314542268171503,"transmembrane receptor protein tyrosine kinase signaling pathway","GO:0007166","cell surface receptor signaling pathway",140,6.22782477437526e-11,8.31686135917497e-10,9.08004053807981
"396","BP","GO:0007173","topfind",6,-0.104166088879071,-0.283196294445589,"epidermal growth factor receptor signaling pathway","GO:0007166","cell surface receptor signaling pathway",60,1.43030877169433e-06,1.04521447092952e-05,4.98079458612292
"397","BP","GO:0007179","topfind",6,-0.117481746230932,-0.410296399411307,"transforming growth factor beta receptor signaling pathway","GO:1901698","response to nitrogen compound",125,0.00232930405687212,0.00853248376659823,2.06892452931168
"398","BP","GO:0007204","topfind",4,-0.0383494590933202,-0.0173787793849747,"positive regulation of cytosolic calcium ion concentration","GO:0065008","regulation of biological quality",157,2.58022279234855e-07,2.10810938244323e-06,5.67610685884892
"399","BP","GO:0007219","topfind",4,-0.107885958774426,-0.286874152995337,"Notch signaling pathway","GO:0007166","cell surface receptor signaling pathway",115,0.00124863725097681,0.00488727076265966,2.3109335996926
"400","BP","GO:0007229","topfind",7,-0.101481094886469,-0.276787823573257,"integrin-mediated signaling pathway","GO:0007166","cell surface receptor signaling pathway",115,0.000895456542403984,0.00361903211242217,2.44140756328974
"401","BP","GO:0007249","topfind",6,-0.117676210832322,-0.305276628191246,"I-kappaB kinase/NF-kappaB signaling","GO:0035556","intracellular signal transduction",49,1.58505178110435e-06,1.14320668540973e-05,4.94187524447945
"402","BP","GO:0007254","topfind",2,-0.123430091474981,-0.367041919881015,"JNK cascade","GO:0006950","response to stress",55,1.06222692443242e-06,7.91502008495295e-06,5.10154797874563
"403","BP","GO:0007259","topfind",1,-0.109522892870837,-0.287728265414893,"receptor signaling pathway via JAK-STAT","GO:0007166","cell surface receptor signaling pathway",37,5.64551467203811e-05,0.000300565196814573,3.52206130886701
"404","BP","GO:0007264","topfind",5,-0.12330594772433,-0.313672635923849,"small GTPase mediated signal transduction","GO:0035556","intracellular signal transduction",99,8.00960716879163e-05,0.000413580720236457,3.38343971481276
"405","BP","GO:0007265","topfind",5,-0.118292288478709,-0.306087520722865,"Ras protein signal transduction","GO:0035556","intracellular signal transduction",77,8.97683821031304e-06,5.65313048449984e-05,4.24771099012024
"406","BP","GO:0007267","topfind",5,-0.0313458751639713,-0.195335271766255,"cell-cell signaling","GO:0023051","regulation of signaling",231,4.79039624368806e-12,7.24396473992997e-11,10.1400236722855
"407","BP","GO:0007268","topfind",4,-0.0269417008090114,-0.186205271219038,"chemical synaptic transmission","GO:0023051","regulation of signaling",252,6.09952864524264e-08,5.52256694194422e-07,6.25785901111234
"408","BP","GO:0007346","topfind",5,-0.0891896574526943,-0.0207693254598801,"regulation of mitotic cell cycle","GO:0000278","mitotic cell cycle",47,2.95254367219116e-21,1.18068940846844e-19,18.9278643326393
"409","BP","GO:0007389","topfind",1,0.429736287303117,0.123887008548561,"pattern specification process","GO:0009855","determination of bilateral symmetry",28,0.00132194832692527,0.00512958709283454,2.28991759210468
"410","BP","GO:0007399","topfind",9,0.530868279487324,0.162209083506787,"nervous system development","GO:0007417","central nervous system development",335,8.21157992327219e-20,2.76200711624828e-18,17.5587752068061
"411","BP","GO:0007409","topfind",6,0.514739188487711,0.178113945931048,"axonogenesis","GO:0007417","central nervous system development",83,7.55408715481443e-15,1.57606722725665e-13,12.8024252615902
"412","BP","GO:0007411","topfind",7,0.447085099549782,-0.189279259588835,"axon guidance","GO:0009653","anatomical structure morphogenesis",188,0.000170804726955742,0.000822926656377129,3.08463886970887
"413","BP","GO:0007417","topfind",9,0.496137221472563,0.149050265354846,"central nervous system development","GO:0007417","central nervous system development",140,3.17197851652004e-20,1.12472420502026e-18,17.9489539583721
"414","BP","GO:0007420","topfind",6,0.515196446162992,0.155704973816404,"brain development","GO:0007420","brain development",247,1.51940904965444e-13,2.76374041007242e-12,11.5585027513729
"415","BP","GO:0007440","topfind",1,0.394205732311473,0.111486896347371,"foregut morphogenesis","GO:0055123","digestive system development",1,0.00241910072937254,0.00875449323781979,2.05776898840272
"416","BP","GO:0007507","topfind",12,0.510702408507408,0.154698494392919,"heart development","GO:0072359","circulatory system development",214,1.95154426512928e-14,3.90200433900015e-13,12.408712252009
"417","BP","GO:0007517","topfind",2,0.469794864898624,0.139629373537763,"muscle organ development","GO:0042692","muscle cell differentiation",91,0.000173285996502427,0.000834322811253826,3.0786658821908
"418","BP","GO:0007519","topfind",1,0.479864597807896,0.144127733437144,"skeletal muscle tissue development","GO:0042692","muscle cell differentiation",50,0.000384575575539081,0.0017268714864194,2.76273998137617
"419","BP","GO:0007528","topfind",2,0.0501701633552234,-0.00246692122179653,"neuromuscular junction development","GO:0034330","cell junction organization",31,0.000462674095316958,0.00202697999883838,2.69315053667304
"420","BP","GO:0007565","topfind",1,0.293490784578225,0.0689757065547213,"female pregnancy","GO:0051704","multi-organism process",90,1.1850509926812e-05,7.29683237409688e-05,4.13686563042829
"421","BP","GO:0007566","topfind",2,0.385523974145576,0.106255802180555,"embryo implantation","GO:0051704","multi-organism process",37,0.000891041004188143,0.00360320963379003,2.44331047000351
"422","BP","GO:0007568","topfind",7,0.339872999142649,0.0911753984352953,"aging","GO:0007568","aging",171,1.02531505675095e-11,1.50616689357007e-10,9.82212690267668
"423","BP","GO:0007596","topfind",1,0.133354164839202,-0.219415622803022,"blood coagulation","GO:0050817","coagulation",87,1.26097420677373e-06,9.32835800653376e-06,5.03019479478076
"424","BP","GO:0007611","topfind",7,0.288363042359835,0.0609814418023918,"learning or memory","GO:0003008","system process",63,3.65483869176187e-09,3.96203226424941e-08,7.40208199216738
"425","BP","GO:0007612","topfind",3,0.275547504216007,0.0564344600342605,"learning","GO:0003008","system process",60,0.00119047467696323,0.0046697747818972,2.33070406447412
"426","BP","GO:0007613","topfind",4,0.272694745652646,0.0554201151128198,"memory","GO:0003008","system process",83,3.94107922564932e-05,0.000216548765391021,3.66444428796921
"427","BP","GO:0007616","topfind",3,0.25480758177443,0.0491327246903165,"long-term memory","GO:0003008","system process",35,0.00247370632307124,0.00891178083757097,2.05003550239969
"428","BP","GO:0007623","topfind",2,0.0375857497714467,-0.0224304865237969,"circadian rhythm","GO:0048511","rhythmic process",62,5.90756878043322e-05,0.000312687612888781,3.5048893229803
"429","BP","GO:0008015","topfind",1,0.308876036746631,0.0688908132684239,"blood circulation","GO:0003008","system process",34,6.65296392279074e-09,6.92023617286817e-08,7.15987908374798
"430","BP","GO:0008016","topfind",1,0.213241629283306,0.0803938367991842,"regulation of heart contraction","GO:0003008","system process",34,0.000212645242505413,0.00100500358211029,2.99783239029528
"431","BP","GO:0008104","topfind",6,0.0214745736504367,-0.0579146385472333,"protein localization","GO:0033365","protein localization to organelle",77,4.9867606441809e-27,3.4849226327004e-25,24.4578068590478
"432","BP","GO:0008104","Unreported",3,0.0214745736504367,-0.0579146385472333,"protein localization","GO:0033365","protein localization to organelle",77,2.54599886869903e-06,0.0001190006484214,3.92445067217832
"433","BP","GO:0008104","Unreported+high ratio",2,0.0214745736504367,-0.0579146385472333,"protein localization","GO:0033365","protein localization to organelle",77,2.73266140669445e-08,3.17253174280429e-06,5.49859402387289
"434","BP","GO:0008156","topfind",3,-0.27654093275054,0.208529250761351,"negative regulation of DNA replication","GO:0006260","DNA replication",21,0.000206184240070521,0.000975748954653259,3.01066190531811
"435","BP","GO:0008219","topfind",2,-0.00821289812768597,-0.113803190294882,"cell death","GO:0008219","cell death",37,1.93859339908997e-61,1.39539952866496e-57,56.8553014280519
"436","BP","GO:0008283","topfind",3,0.0247248839738291,-0.023328911105782,"cell population proliferation","GO:0042127","regulation of cell population proliferation",132,1.53408080301308e-26,9.94803028836769e-25,24.0022629011211
"437","BP","GO:0008284","topfind",18,-0.128656355142003,0.00943967332863815,"positive regulation of cell population proliferation","GO:0042127","regulation of cell population proliferation",591,2.7938522951006e-17,7.36635487917e-16,15.1327473625443
"438","BP","GO:0008285","topfind",16,-0.137153993045111,0.0198002850317748,"negative regulation of cell population proliferation","GO:0042127","regulation of cell population proliferation",452,1.61433450250999e-14,3.26403925535586e-13,12.4862446267926
"439","BP","GO:0008286","topfind",3,-0.113480280105484,-0.420326540483642,"insulin receptor signaling pathway","GO:1901698","response to nitrogen compound",70,0.000273371897117738,0.00126705145875949,2.89720574675707
"440","BP","GO:0008340","topfind",3,0.346667921154604,0.0906143867466903,"determination of adult lifespan","GO:0007568","aging",17,0.000500581570347007,0.00216656514137539,2.66422824864919
"441","BP","GO:0008360","topfind",9,0.320307560604274,0.126735021385206,"regulation of cell shape","GO:0009653","anatomical structure morphogenesis",163,7.93755550965977e-06,5.05100434376824e-05,4.29662225800245
"442","BP","GO:0008361","topfind",2,-0.00850279550225025,0.0041392459855921,"regulation of cell size","GO:0065008","regulation of biological quality",23,4.45075758575182e-09,4.76026049067483e-08,7.32236928119395
"443","BP","GO:0008361","Unreported",2,-0.00850279550225025,0.0041392459855921,"regulation of cell size","GO:0065008","regulation of biological quality",23,0.000468249817194406,0.00913404385952665,2.03933690734423
"444","BP","GO:0008361","Unreported+high ratio",2,-0.00850279550225025,0.0041392459855921,"regulation of cell size","GO:0065008","regulation of biological quality",23,2.96662677413327e-05,0.00118632108445618,2.92579775082418
"445","BP","GO:0008380","topfind",10,-0.234356035436684,0.27043428359979,"RNA splicing","GO:0006396","RNA processing",170,1.0432076762236e-08,1.06209460444943e-07,6.97383679741608
"446","BP","GO:0008380","Unreported",5,-0.234356035436684,0.27043428359979,"RNA splicing","GO:0006396","RNA processing",170,1.90317906673807e-12,9.13272194825376e-10,9.0393997645329
"447","BP","GO:0008380","Unreported+high ratio",4,-0.234356035436684,0.27043428359979,"RNA splicing","GO:0006396","RNA processing",170,5.81045058853076e-12,6.15708199412302e-09,8.21062506285191
"448","BP","GO:0008544","topfind",2,0.407741888282049,0.119913105432535,"epidermis development","GO:0048729","tissue morphogenesis",82,0.000134783233702401,0.000664499805609509,3.17750514176825
"449","BP","GO:0008584","topfind",7,0.452375224265002,0.131191649106429,"male gonad development","GO:0022414","reproductive process",104,1.78994799518099e-05,0.000106041528142492,3.97452402236605
"450","BP","GO:0008625","topfind",6,-0.115596518866017,-0.32164948609654,"extrinsic apoptotic signaling pathway via death domain receptors","GO:0008219","cell death",38,8.9867419291793e-10,1.03664372445886e-08,7.98437047706052
"451","BP","GO:0008630","topfind",13,-0.13080065044706,-0.390461402247395,"intrinsic apoptotic signaling pathway in response to DNA damage","GO:0008219","cell death",47,2.32246340187721e-17,6.23772073384783e-16,15.204974072744
"452","BP","GO:0008631","topfind",4,-0.126291987813193,-0.453553092052812,"intrinsic apoptotic signaling pathway in response to oxidative stress","GO:0006950","response to stress",16,1.19139844184915e-12,1.93582076397973e-11,10.7131348561279
"453","BP","GO:0008637","topfind",4,0.0201322251150576,-0.076588876318025,"apoptotic mitochondrial changes","GO:0010833","telomere maintenance via telomere lengthening",16,2.42654038669076e-12,3.7642753671121e-11,10.424318614245
"454","BP","GO:0009267","topfind",3,-0.0436589428592567,-0.437445424385873,"cellular response to starvation","GO:0009605","response to external stimulus",72,8.19195659199042e-07,6.23316105170687e-06,5.20529165171157
